date,cases_mtl_0-4,cases_mtl_5-9,cases_mtl_10-19,cases_mtl_20-29,cases_mtl_30-39,cases_mtl_40-49,cases_mtl_50-59,cases_mtl_60-69,cases_mtl_70-79,cases_mtl_80+,cases_mtl_0-4_per100000,cases_mtl_5-9_per100000,cases_mtl_10-19_per100000,cases_mtl_20-29_per100000,cases_mtl_30-39_per100000,cases_mtl_40-49_per100000,cases_mtl_50-59_per100000,cases_mtl_60-69_per100000,cases_mtl_70-79_per100000,cases_mtl_80+_per100000,cases_mtl_0-4_norm,cases_mtl_5-9_norm,cases_mtl_10-19_norm,cases_mtl_20-29_norm,cases_mtl_30-39_norm,cases_mtl_40-49_norm,cases_mtl_50-59_norm,cases_mtl_60-69_norm,cases_mtl_70-79_norm,cases_mtl_80+_norm,cases_mtl_0-4_per100000_norm,cases_mtl_5-9_per100000_norm,cases_mtl_10-19_per100000_norm,cases_mtl_20-29_per100000_norm,cases_mtl_30-39_per100000_norm,cases_mtl_40-49_per100000_norm,cases_mtl_50-59_per100000_norm,cases_mtl_60-69_per100000_norm,cases_mtl_70-79_per100000_norm,cases_mtl_80+_per100000_norm
2020-08-16,399.0,354.0,1234.0,4074.0,3886.0,4014.0,3600.0,2479.0,2443.0,6883.0,364.0,339.0,656.0,1389.0,1297.0,1577.0,1391.0,1209.0,1884.0,6966.0,1.4,1.2,4.2,13.9,13.2,13.7,12.3,8.4,8.3,23.4,2.1,2.0,3.8,8.1,7.6,9.2,8.1,7.1,11.0,40.8
2020-08-17,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-08-18,402.0,354.0,1234.0,4081.0,3889.0,4015.0,3602.0,2482.0,2443.0,6886.0,366.3,339.1,655.7,1391.8,1297.7,1577.8,1391.4,1210.7,1883.9,6969.3,1.4,1.2,4.2,13.9,13.2,13.7,12.3,8.4,8.3,23.4,2.1,2.0,3.8,8.1,7.6,9.2,8.1,7.1,11.0,40.8
2020-08-20,405.0,353.0,1241.0,4090.0,3899.0,4019.0,3606.0,2485.0,2444.0,6887.0,369.1,338.2,659.5,1394.8,1301.1,1579.3,1393.0,1212.2,1884.6,6970.3,1.4,1.2,4.2,13.9,13.2,13.7,12.3,8.4,8.3,23.4,2.2,2.0,3.9,8.2,7.6,9.2,8.1,7.1,11.0,40.8
2020-08-24,405.0,353.0,1255.0,4138.0,3917.0,4032.0,3621.0,2493.0,2446.0,6891.0,369.1,338.2,666.9,1411.2,1307.1,1584.4,1398.7,1216.1,1886.2,6974.3,1.4,1.2,4.2,14.0,13.3,13.6,12.3,8.4,8.3,23.3,2.2,2.0,3.9,8.2,7.6,9.2,8.2,7.1,11.0,40.7
2020-08-26,407.0,354.0,1261.0,4157.0,3939.0,4043.0,3640.0,2505.0,2459.0,6903.0,370.9,339.1,670.1,1417.7,1314.4,1588.8,1406.1,1221.9,1896.2,6986.5,1.4,1.2,4.3,14.0,13.3,13.6,12.3,8.4,8.3,23.3,2.2,2.0,3.9,8.2,7.6,9.2,8.2,7.1,11.0,40.6
2020-08-27,408.0,355.0,1262.0,4175.0,3945.0,4042.0,3633.0,2495.0,2450.0,6893.0,371.8,340.1,670.6,1423.8,1316.4,1588.4,1403.4,1217.0,1889.3,6976.4,1.4,1.2,4.3,14.1,13.3,13.6,12.2,8.4,8.3,23.2,2.2,2.0,3.9,8.3,7.7,9.2,8.2,7.1,11.0,40.6
2020-08-28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-08-29,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-08-30,409.0,360.0,1266.0,4204.0,3968.0,4053.0,3638.0,2501.0,2456.0,6899.0,372.7,344.9,672.7,1433.7,1324.1,1592.7,1405.3,1220.0,1893.9,6982.4,1.4,1.2,4.3,14.1,13.3,13.6,12.2,8.4,8.3,23.2,2.2,2.0,3.9,8.3,7.7,9.2,8.2,7.1,11.0,40.5
2020-08-31,409.0,359.0,1269.0,4212.0,3971.0,4055.0,3642.0,2502.0,2457.0,6900.0,372.7,343.9,674.3,1436.4,1325.1,1593.5,1406.9,1220.5,1894.7,6983.5,1.4,1.2,4.3,14.1,13.3,13.6,12.2,8.4,8.3,23.2,2.2,2.0,3.9,8.3,7.7,9.2,8.2,7.1,11.0,40.5
2020-09-01,410.0,359.0,1272.0,4221.0,3979.0,4060.0,3645.0,2505.0,2457.0,6900.0,373.6,343.9,675.9,1439.5,1327.8,1595.4,1408.0,1221.9,1894.7,6983.5,1.4,1.2,4.3,14.2,13.3,13.6,12.2,8.4,8.2,23.1,2.2,2.0,3.9,8.3,7.7,9.2,8.2,7.1,11.0,40.5
2020-09-02,410.0,360.0,1277.0,4233.0,3988.0,4066.0,3651.0,2506.0,2458.0,6900.0,373.6,344.9,678.6,1443.6,1330.8,1597.8,1410.3,1222.4,1895.4,6983.5,1.4,1.2,4.3,14.2,13.4,13.6,12.2,8.4,8.2,23.1,2.2,2.0,3.9,8.4,7.7,9.2,8.2,7.1,11.0,40.4
2020-09-03,409.0,360.0,1280.0,4241.0,3992.0,4069.0,3654.0,2508.0,2458.0,6903.0,372.7,344.9,680.2,1446.3,1332.1,1599.0,1411.5,1223.4,1895.4,6986.5,1.4,1.2,4.3,14.2,13.4,13.6,12.2,8.4,8.2,23.1,2.2,2.0,3.9,8.4,7.7,9.2,8.2,7.1,11.0,40.4
2020-09-04,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-09-05,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-09-06,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-09-07,414.0,369.0,1306.0,4315.0,4040.0,4096.0,3678.0,2519.0,2461.0,6907.0,377.3,353.5,694.0,1471.6,1348.1,1609.6,1420.8,1228.8,1897.7,6990.5,1.4,1.2,4.3,14.3,13.4,13.6,12.2,8.4,8.2,22.9,2.2,2.0,4.0,8.5,7.8,9.3,8.2,7.1,10.9,40.2
2020-09-08,414.0,372.0,1307.0,4333.0,4050.0,4105.0,3686.0,2522.0,2463.0,6907.0,377.3,356.4,694.5,1477.7,1351.5,1613.1,1423.9,1230.2,1899.3,6990.5,1.4,1.2,4.3,14.4,13.4,13.6,12.2,8.4,8.2,22.9,2.2,2.0,4.0,8.5,7.8,9.3,8.2,7.1,10.9,40.1
2020-09-09,415.0,373.0,1315.0,4353.0,4053.0,4112.0,3687.0,2524.0,2463.0,6902.0,378.2,357.3,698.8,1484.5,1352.5,1615.9,1424.2,1231.2,1899.3,6985.5,1.4,1.2,4.4,14.4,13.4,13.6,12.2,8.4,8.2,22.9,2.2,2.1,4.0,8.5,7.8,9.3,8.2,7.1,10.9,40.1
2020-09-10,415.0,376.0,1321.0,4363.0,4059.0,4119.0,3691.0,2527.0,2464.0,6902.0,378.2,360.2,702.0,1487.9,1354.5,1618.6,1425.8,1232.7,1900.1,6985.5,1.4,1.2,4.4,14.4,13.4,13.6,12.2,8.4,8.1,22.8,2.2,2.1,4.0,8.5,7.8,9.3,8.2,7.1,10.9,40.0
2020-09-11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-09-12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-09-13,419.0,383.0,1339.0,4413.0,4076.0,4143.0,3709.0,2535.0,2466.0,6905.0,381.8,366.9,711.5,1505.0,1360.1,1628.1,1432.7,1236.6,1901.6,6988.5,1.4,1.3,4.4,14.5,13.4,13.6,12.2,8.3,8.1,22.7,2.2,2.1,4.1,8.6,7.8,9.3,8.2,7.1,10.9,39.9
2020-09-14,421.0,385.0,1345.0,4440.0,4094.0,4160.0,3722.0,2543.0,2467.0,6907.0,383.6,368.8,714.7,1514.2,1366.1,1634.7,1437.8,1240.5,1902.4,6990.5,1.4,1.3,4.4,14.6,13.4,13.6,12.2,8.3,8.1,22.7,2.2,2.1,4.1,8.6,7.8,9.3,8.2,7.1,10.8,39.8
2020-09-15,423.0,387.0,1364.0,4470.0,4111.0,4168.0,3728.0,2548.0,2474.0,6908.0,385.5,370.7,724.8,1524.4,1371.8,1637.9,1440.1,1242.9,1907.8,6991.5,1.4,1.3,4.5,14.6,13.4,13.6,12.2,8.3,8.1,22.6,2.2,2.1,4.1,8.7,7.8,9.3,8.2,7.1,10.8,39.7
2020-09-16,429.0,394.0,1407.0,4568.0,4158.0,4217.0,3747.0,2565.0,2479.0,6912.0,390.9,377.4,747.7,1557.8,1387.5,1657.1,1447.4,1251.2,1911.6,6995.6,1.4,1.3,4.6,14.8,13.5,13.7,12.1,8.3,8.0,22.4,2.2,2.1,4.2,8.8,7.8,9.3,8.2,7.1,10.8,39.5
2020-09-17,429.0,396.0,1412.0,4586.0,4171.0,4224.0,3756.0,2566.0,2479.0,6914.0,390.9,379.4,750.3,1564.0,1391.8,1659.9,1450.9,1251.7,1911.6,6997.6,1.4,1.3,4.6,14.8,13.5,13.7,12.1,8.3,8.0,22.4,2.2,2.1,4.2,8.8,7.8,9.4,8.2,7.1,10.8,39.4
2020-09-18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-09-19,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-09-20,441.0,409.0,1469.0,4758.0,4257.0,4291.0,3805.0,2593.0,2495.0,6922.0,401.9,391.8,780.6,1622.6,1420.5,1686.2,1469.8,1264.8,1924.0,7005.7,1.4,1.3,4.7,15.1,13.5,13.6,12.1,8.2,7.9,22.0,2.2,2.2,4.3,9.0,7.9,9.4,8.2,7.0,10.7,39.0
2020-09-21,445.0,412.0,1490.0,4809.0,4283.0,4307.0,3818.0,2599.0,2498.0,6922.0,405.5,394.7,791.8,1640.0,1429.2,1692.5,1474.8,1267.8,1926.3,7005.7,1.4,1.3,4.7,15.2,13.6,13.6,12.1,8.2,7.9,21.9,2.2,2.2,4.4,9.1,7.9,9.4,8.2,7.0,10.7,38.9
2020-09-22,450.0,413.0,1503.0,4859.0,4305.0,4334.0,3826.0,2610.0,2504.0,6925.0,410.1,395.7,798.7,1657.1,1436.6,1703.1,1477.9,1273.1,1930.9,7008.8,1.4,1.3,4.7,15.3,13.6,13.7,12.1,8.2,7.9,21.8,2.3,2.2,4.4,9.2,7.9,9.4,8.2,7.0,10.7,38.7
2020-09-23,454.0,421.0,1539.0,4942.0,4339.0,4369.0,3849.0,2621.0,2510.0,6931.0,413.7,403.3,817.8,1685.4,1447.9,1716.9,1486.8,1278.5,1935.5,7014.8,1.4,1.3,4.8,15.5,13.6,13.7,12.0,8.2,7.8,21.7,2.3,2.2,4.5,9.3,8.0,9.4,8.2,7.0,10.6,38.5
2020-09-24,464.0,425.0,1564.0,5017.0,4377.0,4402.0,3877.0,2628.0,2516.0,6933.0,422.8,407.1,831.1,1711.0,1460.6,1729.8,1497.6,1281.9,1940.2,7016.9,1.4,1.3,4.9,15.6,13.6,13.7,12.0,8.2,7.8,21.5,2.3,2.2,4.5,9.4,8.0,9.5,8.2,7.0,10.6,38.3
2020-09-25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-09-26,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-09-27,473.0,446.0,1704.0,5239.0,4546.0,4522.0,3979.0,2688.0,2547.0,6950.0,431.0,427.3,905.5,1786.7,1517.0,1777.0,1537.0,1311.2,1964.1,7034.1,1.4,1.3,5.1,15.8,13.7,13.7,12.0,8.1,7.7,21.0,2.3,2.3,4.8,9.6,8.1,9.5,8.2,7.0,10.5,37.6
2020-09-28,479.0,450.0,1736.0,5289.0,4603.0,4557.0,4002.0,2705.0,2553.0,6954.0,436.5,431.1,922.5,1803.7,1536.0,1790.7,1545.9,1319.5,1968.7,7038.1,1.4,1.4,5.2,15.9,13.8,13.7,12.0,8.1,7.7,20.9,2.3,2.3,4.9,9.6,8.2,9.5,8.2,7.0,10.5,37.5
2020-09-29,486.0,455.0,1776.0,5375.0,4658.0,4597.0,4043.0,2730.0,2559.0,6965.0,442.9,435.9,943.8,1833.1,1554.4,1806.5,1561.8,1331.7,1973.3,7049.2,1.4,1.4,5.3,16.0,13.8,13.7,12.0,8.1,7.6,20.7,2.3,2.3,5.0,9.7,8.2,9.5,8.2,7.0,10.4,37.2
2020-09-30,489.0,464.0,1816.0,5478.0,4712.0,4634.0,4080.0,2750.0,2569.0,6973.0,445.6,444.5,965.0,1868.2,1572.4,1821.0,1576.1,1341.4,1981.0,7057.3,1.4,1.4,5.3,16.1,13.9,13.6,12.0,8.1,7.6,20.5,2.3,2.3,5.1,9.8,8.2,9.5,8.3,7.0,10.4,37.0
2020-10-01,496.0,472.0,1853.0,5573.0,4779.0,4680.0,4127.0,2773.0,2580.0,6989.0,452.0,452.2,984.7,1900.6,1594.7,1839.1,1594.2,1352.6,1989.5,7073.5,1.4,1.4,5.4,16.2,13.9,13.6,12.0,8.1,7.5,20.4,2.3,2.4,5.1,9.9,8.3,9.6,8.3,7.0,10.3,36.8
2020-10-02,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-03,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-04,523.0,506.0,1988.0,5850.0,4974.0,4828.0,4255.0,2844.0,2616.0,7021.0,476.6,484.7,1056.4,1995.1,1659.8,1897.2,1643.7,1387.3,2017.3,7105.9,1.5,1.4,5.6,16.5,14.0,13.6,12.0,8.0,7.4,19.8,2.4,2.5,5.4,10.1,8.4,9.6,8.3,7.0,10.2,36.0
2020-10-05,535.0,519.0,2055.0,5957.0,5052.0,4876.0,4309.0,2883.0,2626.0,7035.0,487.5,497.2,1092.0,2031.5,1685.8,1916.1,1664.5,1406.3,2025.0,7120.1,1.5,1.4,5.7,16.6,14.1,13.6,12.0,8.0,7.3,19.6,2.4,2.5,5.5,10.2,8.5,9.6,8.4,7.1,10.2,35.7
2020-10-06,541.0,532.0,2083.0,6022.0,5108.0,4912.0,4340.0,2903.0,2639.0,7036.0,493.0,509.7,1106.9,2053.7,1704.5,1930.2,1676.5,1416.1,2035.0,7121.1,1.5,1.5,5.8,16.7,14.1,13.6,12.0,8.0,7.3,19.5,2.5,2.5,5.5,10.2,8.5,9.6,8.4,7.1,10.2,35.5
2020-10-07,544.0,542.0,2124.0,6088.0,5160.0,4960.0,4370.0,2921.0,2650.0,7046.0,495.7,519.2,1128.7,2076.2,1721.9,1949.1,1688.1,1424.8,2043.5,7131.2,1.5,1.5,5.8,16.7,14.2,13.6,12.0,8.0,7.3,19.4,2.5,2.6,5.6,10.3,8.5,9.7,8.4,7.1,10.1,35.3
2020-10-08,545.0,552.0,2166.0,6179.0,5217.0,5016.0,4404.0,2953.0,2662.0,7056.0,496.6,528.8,1151.0,2107.3,1740.9,1971.1,1701.2,1440.5,2052.7,7141.3,1.5,1.5,5.9,16.8,14.2,13.6,12.0,8.0,7.2,19.2,2.4,2.6,5.7,10.4,8.6,9.7,8.4,7.1,10.1,35.1
2020-10-09,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-13,572.0,591.0,2375.0,6446.0,5424.0,5208.0,4555.0,3059.0,2705.0,7102.0,521.2,566.2,1262.1,2198.3,1810.0,2046.6,1759.5,1492.2,2085.9,7187.9,1.5,1.6,6.2,16.9,14.3,13.7,12.0,8.0,7.1,18.7,2.5,2.7,6.0,10.5,8.6,9.8,8.4,7.1,10.0,34.3
2020-10-14,580.0,604.0,2425.0,6503.0,5477.0,5244.0,4592.0,3081.0,2713.0,7114.0,528.5,578.6,1288.6,2217.8,1827.6,2060.7,1773.8,1502.9,2092.1,7200.0,1.5,1.6,6.3,17.0,14.3,13.7,12.0,8.0,7.1,18.6,2.5,2.7,6.1,10.5,8.7,9.8,8.4,7.1,9.9,34.2
2020-10-15,588.0,616.0,2459.0,6547.0,5522.0,5290.0,4617.0,3098.0,2721.0,7123.0,535.8,590.1,1306.7,2232.8,1842.7,2078.8,1783.5,1511.2,2098.2,7209.1,1.5,1.6,6.4,17.0,14.3,13.7,12.0,8.0,7.1,18.5,2.5,2.8,6.2,10.5,8.7,9.8,8.4,7.1,9.9,34.0
2020-10-16,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-17,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-18,615.0,653.0,2569.0,6692.0,5633.0,5395.0,4705.0,3144.0,2750.0,7146.0,560.4,625.6,1365.1,2282.2,1879.7,2120.1,1817.5,1533.6,2120.6,7232.4,1.6,1.7,6.5,17.0,14.3,13.7,12.0,8.0,7.0,18.2,2.6,2.9,6.3,10.6,8.7,9.8,8.4,7.1,9.8,33.6
2020-10-19,623.0,664.0,2635.0,6750.0,5671.0,5442.0,4737.0,3157.0,2768.0,7168.0,567.7,636.1,1400.2,2302.0,1892.4,2138.5,1829.8,1540.0,2134.5,7254.7,1.6,1.7,6.7,17.0,14.3,13.7,12.0,8.0,7.0,18.1,2.6,2.9,6.5,10.6,8.7,9.9,8.4,7.1,9.8,33.4
2020-10-20,626.0,674.0,2678.0,6809.0,5696.0,5465.0,4768.0,3176.0,2773.0,7174.0,570.4,645.7,1423.1,2322.1,1900.7,2147.6,1841.8,1549.2,2138.3,7260.8,1.6,1.7,6.7,17.1,14.3,13.7,12.0,8.0,7.0,18.0,2.6,3.0,6.5,10.7,8.7,9.9,8.4,7.1,9.8,33.3
2020-10-21,631.0,687.0,2729.0,6873.0,5740.0,5511.0,4802.0,3194.0,2782.0,7186.0,575.0,658.1,1450.2,2343.9,1915.4,2165.6,1854.9,1558.0,2145.3,7272.9,1.6,1.7,6.8,17.1,14.3,13.7,12.0,8.0,6.9,17.9,2.6,3.0,6.6,10.7,8.7,9.9,8.5,7.1,9.8,33.1
2020-10-22,637.0,692.0,2772.0,6912.0,5781.0,5556.0,4825.0,3206.0,2788.0,7205.0,580.5,662.9,1473.0,2357.2,1929.1,2183.3,1863.8,1563.9,2149.9,7292.1,1.6,1.7,6.9,17.1,14.3,13.8,12.0,7.9,6.9,17.8,2.6,3.0,6.7,10.7,8.7,9.9,8.5,7.1,9.7,33.1
2020-10-23,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-24,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-25,660.0,744.0,2865.0,7007.0,5890.0,5633.0,4904.0,3250.0,2803.0,7224.0,601.4,712.7,1522.4,2389.6,1965.5,2213.6,1894.4,1585.3,2161.5,7311.4,1.6,1.8,7.0,17.1,14.4,13.7,12.0,7.9,6.8,17.6,2.7,3.2,6.8,10.7,8.8,9.9,8.5,7.1,9.7,32.7
2020-10-26,669.0,757.0,2914.0,7078.0,5927.0,5683.0,4944.0,3270.0,2817.0,7239.0,609.6,725.2,1548.5,2413.8,1977.8,2233.2,1909.8,1595.1,2172.3,7326.6,1.6,1.8,7.1,17.1,14.4,13.8,12.0,7.9,6.8,17.5,2.7,3.2,6.9,10.7,8.8,9.9,8.5,7.1,9.6,32.5
2020-10-27,681.0,778.0,2965.0,7102.0,5964.0,5713.0,4978.0,3290.0,2831.0,7250.0,620.6,745.3,1575.6,2422.0,1990.2,2245.0,1922.9,1604.8,2183.1,7337.7,1.6,1.9,7.1,17.1,14.4,13.7,12.0,7.9,6.8,17.4,2.7,3.3,7.0,10.7,8.8,9.9,8.5,7.1,9.6,32.4
2020-10-28,690.0,794.0,3013.0,7135.0,5996.0,5751.0,5009.0,3310.0,2840.0,7259.0,628.8,760.6,1601.1,2433.3,2000.8,2259.9,1934.9,1614.6,2190.0,7346.8,1.7,1.9,7.2,17.1,14.3,13.8,12.0,7.9,6.8,17.4,2.8,3.3,7.0,10.7,8.8,9.9,8.5,7.1,9.6,32.3
2020-10-29,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-30,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-10-31,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2020-11-01,743.0,847.0,3168.0,7294.0,6134.0,5904.0,5128.0,3371.0,2880.0,7309.0,677.1,811.4,1683.4,2487.5,2046.9,2320.1,1980.9,1644.4,2220.9,7397.4,1.7,2.0,7.4,17.1,14.3,13.8,12.0,7.9,6.7,17.1,2.9,3.5,7.2,10.7,8.8,10.0,8.5,7.1,9.5,31.8
2020-11-02,747.0,862.0,3196.0,7328.0,6173.0,5940.0,5158.0,3380.0,2888.0,7316.0,680.7,825.8,1698.3,2499.1,2059.9,2334.2,1992.5,1648.7,2227.0,7404.5,1.7,2.0,7.4,17.0,14.4,13.8,12.0,7.9,6.7,17.0,2.9,3.5,7.3,10.7,8.8,10.0,8.5,7.1,9.5,31.7
2020-11-03,763.0,872.0,3233.0,7359.0,6201.0,5961.0,5178.0,3389.0,2901.0,7336.0,695.3,835.4,1718.0,2509.7,2069.2,2342.5,2000.2,1653.1,2237.0,7424.7,1.8,2.0,7.5,17.0,14.4,13.8,12.0,7.8,6.7,17.0,3.0,3.6,7.3,10.7,8.8,10.0,8.5,7.0,9.5,31.6
2020-11-04,777.0,882.0,3266.0,7392.0,6228.0,6019.0,5204.0,3413.0,2914.0,7358.0,708.0,844.9,1735.5,2520.9,2078.3,2365.3,2010.2,1664.8,2247.1,7447.0,1.8,2.0,7.5,17.0,14.3,13.9,12.0,7.9,6.7,16.9,3.0,3.6,7.3,10.7,8.8,10.0,8.5,7.0,9.5,31.5
2020-11-05,787.0,898.0,3311.0,7430.0,6278.0,6067.0,5242.0,3430.0,2921.0,7376.0,717.1,860.3,1759.4,2533.9,2094.9,2384.1,2024.9,1673.1,2252.5,7465.2,1.8,2.1,7.6,17.0,14.4,13.9,12.0,7.8,6.7,16.9,3.0,3.6,7.4,10.7,8.8,10.0,8.5,7.0,9.5,31.4
