Date;Nouveaux cas;Cumulatif de cas;
2020-01-08;0;0;
2020-02-25;1;1;
2020-02-26;0;1;
2020-02-27;0;1;
2020-02-28;0;1;
2020-02-29;0;1;
2020-03-01;1;2;
2020-03-02;2;4;
2020-03-03;0;4;
2020-03-04;0;4;
2020-03-05;0;4;
2020-03-06;0;4;
2020-03-07;0;4;
2020-03-08;1;5;
2020-03-09;1;6;
2020-03-10;2;8;
2020-03-11;3;11;
2020-03-12;3;14;
2020-03-13;2;16;
2020-03-14;5;21;
2020-03-15;6;27;
2020-03-16;5;32;
2020-03-17;7;39;
2020-03-18;6;45;
2020-03-19;36;81;
2020-03-20;49;130;
2020-03-21;92;222;
2020-03-22;89;311;
2020-03-23;133;444;
2020-03-24;145;589;
2020-03-25;188;777;
2020-03-26;180;957;
2020-03-27;242;1199;
2020-03-28;199;1398;
2020-03-29;260;1658;
2020-03-30;265;1923;
2020-03-31;330;2253;
2020-04-01;304;2557;
2020-04-02;409;2966;
2020-04-03;349;3315;
2020-04-04;339;3654;
2020-04-05;261;3915;
2020-04-06;458;4373;
2020-04-07;422;4795;
2020-04-08;373;5168;
2020-04-09;351;5519;
2020-04-10;306;5825;
2020-04-11;261;6086;
2020-04-12;331;6417;
2020-04-13;542;6959;
2020-04-14;468;7427;
2020-04-15;614;8041;
2020-04-16;497;8538;
2020-04-17;571;9109;
2020-04-18;331;9440;
2020-04-19;431;9871;
2020-04-20;483;10354;
2020-04-21;457;10811;
2020-04-22;531;11342;
2020-04-23;527;11869;
2020-04-24;495;12364;
2020-04-25;311;12675;
2020-04-26;283;12958;
2020-04-27;461;13419;
2020-04-28;472;13891;
2020-04-29;520;14411;
2020-04-30;588;14999;
2020-05-01;616;15615;
2020-05-02;525;16140;
2020-05-03;351;16491;
2020-05-04;421;16912;
2020-05-05;470;17382;
2020-05-06;568;17950;
2020-05-07;429;18379;
2020-05-08;431;18810;
2020-05-09;310;19120;
2020-05-10;299;19419;
2020-05-11;366;19785;
2020-05-12;426;20211;
2020-05-13;400;20611;
2020-05-14;354;20965;
2020-05-15;348;21313;
2020-05-16;270;21583;
2020-05-17;343;21926;
2020-05-18;333;22259;
2020-05-19;320;22579;
2020-05-20;409;22988;
2020-05-21;381;23369;
2020-05-22;257;23626;
2020-05-23;216;23842;
2020-05-24;215;24057;
2020-05-25;205;24262;
2020-05-26;240;24502;
2020-05-27;254;24756;
2020-05-28;193;24949;
2020-05-29;193;25142;
2020-05-30;205;25347;
2020-05-31;141;25488;
2020-06-01;155;25643;
2020-06-02;97;25740;
2020-06-03;114;25854;
2020-06-04;129;25983;
2020-06-05;112;26095;
2020-06-06;105;26200;
2020-06-07;76;26276;
2020-06-08;51;26327;
2020-06-09;78;26405;
2020-06-10;67;26472;
2020-06-11;67;26539;
2020-06-12;72;26611;
2020-06-13;66;26677;
2020-06-14;28;26705;
2020-06-15;56;26761;
2020-06-16;74;26835;
2020-06-17;52;26887;
2020-06-18;48;26935;
2020-06-19;65;27000;
2020-06-20;33;27033;
2020-06-21;26;27059;
2020-06-22;40;27099;
2020-06-23;38;27137;
2020-06-24;29;27166;
2020-06-25;46;27212;
2020-06-26;42;27254;
2020-06-27;30;27284;
2020-06-28;18;27302;
2020-06-29;16;27318;
2020-06-30;40;27358;
2020-07-01;24;27382;
2020-07-02;16;27398;
2020-07-03;17;27415;
2020-07-04;16;27431;
2020-07-05;7;27438;
2020-07-06;15;27453;
2020-07-07;21;27474;
2020-07-08;33;27507;
2020-07-09;52;27559;
2020-07-10;50;27609;
2020-07-11;22;27631;
2020-07-12;13;27644;
2020-07-13;75;27719;
2020-07-14;67;27786;
2020-07-15;69;27855;
2020-07-16;65;27920;
2020-07-17;100;28020;
2020-07-18;97;28117;
2020-07-19;54;28171;
2020-07-20;38;28209;
2020-07-21;63;28272;
2020-07-22;77;28349;
2020-07-23;92;28441;
2020-07-24;69;28510;
2020-07-25;35;28545;
2020-07-26;52;28597;
2020-07-27;34;28631;
2020-07-28;38;28669;
2020-07-29;71;28740;
2020-07-30;59;28799;
2020-07-31;58;28857;
2020-08-01;51;28908;
2020-08-02;30;28938;
2020-08-03;46;28984;
2020-08-04;65;29049;
2020-08-05;46;29095;
2020-08-06;21;29116;
2020-08-07;46;29162;
2020-08-08;35;29197;
2020-08-09;38;29235;
2020-08-10;34;29269;
2020-08-11;36;29305;
2020-08-12;35;29340;
2020-08-13;38;29378;
2020-08-14;30;29408;
2020-08-15;14;29422;
2020-08-16;12;29434;
2020-08-17;17;29451;
2020-08-18;17;29468;
2020-08-19;22;29490;
2020-08-20;35;29525;
2020-08-21;33;29558;
2020-08-22;20;29578;
2020-08-23;23;29601;
2020-08-24;8;29609;
2020-08-25;28;29637;
2020-08-26;42;29679;
2020-08-27;43;29722;
2020-08-28;25;29747;
2020-08-29;55;29802;
2020-08-30;14;29816;
2020-08-31;32;29848;
2020-09-01;36;29884;
2020-09-02;36;29920;
2020-09-03;72;29992;
2020-09-04;49;30041;
2020-09-05;67;30108;
2020-09-06;59;30167;
2020-09-07;50;30217;
2020-09-08;71;30288;
2020-09-09;70;30358;
2020-09-10;90;30448;
2020-09-11;109;30557;
2020-09-12;71;30628;
2020-09-13;98;30726;
2020-09-14;74;30800;
2020-09-15;94;30894;
2020-09-16;82;30976;
2020-09-17;74;31050;
2020-09-18;202;31252;
2020-09-19;141;31393;
2020-09-20;212;31605;
2020-09-21;140;31745;
2020-09-22;170;31915;
2020-09-23;254;32169;
2020-09-24;238;32407;
2020-09-25;287;32694;
2020-09-26;350;33044;
2020-09-27;277;33321;
2020-09-28;282;33603;
2020-09-29;355;33958;
2020-09-30;320;34278;
2020-10-01;316;34594;
2020-10-02;418;35012;
2020-10-03;375;35387;
2020-10-04;302;35689;
2020-10-05;281;35970;
2020-10-06;257;36227;
2020-10-07;304;36531;
2020-10-08;347;36878;
2020-10-09;287;37165;
2020-10-10;197;37362;
2020-10-11;335;37697;
2020-10-12;274;37971;
2020-10-13;202;38173;
2020-10-14;276;38449;
2020-10-15;258;38707;
2020-10-16;265;38972;
2020-10-17;276;39248;
2020-10-18;194;39442;
2020-10-19;244;39686;
2020-10-20;255;39941;
2020-10-21;293;40234;
2020-10-22;226;40460;
2020-10-23;247;40707;
2020-10-24;166;40873;
2020-10-25;219;41092;
2020-10-26;361;41453;
2020-10-27;244;41697;
2020-10-28;214;41911;
2020-10-29;220;42131;
2020-10-30;198;42329;
2020-10-31;240;42569;
2020-11-01;234;42803;
2020-11-02;198;43001;
2020-11-03;243;43244;
2020-11-04;247;43491;
2020-11-05;327;43818;
2020-11-06;265;44083;
2020-11-07;273;44356;
2020-11-08;277;44633;
2020-11-09;272;44905;
2020-11-10;324;45229;
2020-11-11;351;45580;
2020-11-12;286;45866;
2020-11-13;332;46198;
2020-11-14;310;46508;
2020-11-15;281;46789;
2020-11-16;308;47097;
2020-11-17;237;47334;
2020-11-18;231;47565;
2020-11-19;283;47848;
2020-11-20;255;48103;
2020-11-21;269;48372;
2020-11-22;303;48675;
2020-11-23;279;48954;
2020-11-24;245;49199;
2020-11-25;305;49504;
2020-11-26;348;49852;
2020-11-27;418;50270;
2020-11-28;447;50717;
2020-11-29;367;51084;
2020-11-30;337;51421;
2020-12-01;418;51839;
2020-12-02;459;52298;
2020-12-03;453;52751;
2020-12-04;501;53252;
2020-12-05;520;53772;
2020-12-06;486;54258;
2020-12-07;465;54723;
2020-12-08;533;55256;
2020-12-09;589;55845;
2020-12-10;550;56395;
2020-12-11;650;57045;
2020-12-12;737;57782;
2020-12-13;573;58355;
2020-12-14;673;59028;
2020-12-15;561;59589;
2020-12-16;707;60296;
2020-12-17;937;61233;
2020-12-18;816;62049;
2020-12-19;699;62748;
2020-12-20;651;63399;
2020-12-21;755;64154;
2020-12-22;772;64926;
2020-12-23;708;65634;
2020-12-24;888;66522;
2020-12-25;954;67476;
2020-12-26;758;68234;
2020-12-27;805;69039;
2020-12-28;845;69884;
2020-12-29;1005;70889;
2020-12-30;943;71832;
2020-12-31;751;72583;
2021-01-01;1236;73819;
2021-01-02;929;74748;
2021-01-03;794;75542;
2021-01-04;774;76316;
2021-01-05;827;77143;
2021-01-06;1101;78244;
2021-01-07;1284;79528;
2021-01-08;1051;80579;
2021-01-09;827;81406;
2021-01-10;781;82187;
2021-01-11;563;82750;
2021-01-12;864;83614;
2021-01-13;737;84351;
2021-01-14;822;85173;
2021-01-15;718;85891;
2021-01-16;887;86778;
2021-01-17;587;87365;
2021-01-18;467;87832;
2021-01-19;415;88247;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
