Regroupement,Croisement,Nom,Cumul,nbPrelPos,nombreSequencageA,nombreSequencageB,nombreSequencageG,NbrConfirmeDelta,NbrPresomptifDelta,Delta_Total,NbrAutres,NbrAutre2,Total_VOC,nbrNonVOC,nbrCribETSeq,nbrCrib,nbrSeq,nbrCribOUSeq
Région,RSS01,01 - Bas-Saint-Laurent,Total,2826,994,0,0,5,106,111,1721,1229,1105,492,188,1691,220,1597
Région,RSS02,02 - Saguenay-Lac-Saint-Jean,Total,3383,997,0,0,12,219,231,2155,1381,1228,774,168,2046,204,2002
Région,RSS03,03 - Capitale-Nationale,Total,15764,6276,5,11,183,984,1167,8305,5192,7459,3113,866,10253,1056,10572
Région,RSS04,04 - Mauricie et Centre-du-Québec,Total,7167,1652,1,2,137,898,1035,4477,3860,2690,617,334,4372,377,3307
Région,RSS05,05 - Estrie,Total,8291,2035,0,11,221,916,1137,5108,4071,3183,1037,496,4068,396,4220
Région,RSS06,06 - Montréal,Total,73552,13822,126,284,2147,8133,10280,49040,34062,24512,14978,5048,32031,5847,39490
Région,RSS07,07 - Outaouais,Total,8239,3839,17,33,103,1084,1187,3163,1793,5076,1370,178,4862,1137,6446
Région,RSS08,08 - Abitibi-Témiscamingue,Total,916,101,193,0,11,45,56,566,282,350,284,16,260,240,634
Région,RSS09,09 - Côte-Nord,Total,359,163,0,0,3,62,65,131,80,228,51,14,287,36,279
Région,RSS10,10 - Nord-du-Québec,Total,65,22,2,0,4,12,16,25,4,40,21,6,58,6,61
Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,Total,587,185,0,0,5,76,81,321,250,266,71,14,366,36,337
Région,RSS12,12 - Chaudière-Appalaches,Total,13160,3452,1,10,46,1899,1945,7752,6482,5408,1270,514,8620,770,6678
Région,RSS13,13 - Laval,Total,18688,3278,13,23,404,3093,3497,11877,8781,6811,3096,602,7441,899,9907
Région,RSS14,14 - Lanaudière,Total,11331,1820,38,11,180,1993,2173,7289,4838,4042,2451,561,5440,762,6493
Région,RSS15,15 - Laurentides,Total,13007,2559,33,59,218,2767,2985,7371,4252,5636,3119,910,7675,1012,8755
Région,RSS16,16 - Montérégie,Total,26827,4291,25,155,998,3176,4174,18182,12961,8645,5221,1780,11379,2107,13866
Région,RSS00,Inconnu,Total,493,50,1,0,21,65,86,356,150,137,206,24,261,89,343
Région,RSS98,Hors-Québec,Total,856,125,11,10,152,146,298,412,275,444,137,170,357,248,581
Région,RSS99,Ensemble du Québec,Total,205511,45661,466,609,4850,25674,30524,128251,89943,77260,38308,11889,101467,15442,115568

