Regroupement,Croisement,Nom,Cumul,nbPrelPos,nombreSequencageA,nombreSequencageB,nombreSequencageG,NbrConfirmeDelta,NbrPresomptifDelta,Delta_Total,NbrAutres,NbrAutre2,Total_VOC,nbrNonVOC,nbrCribETSeq,nbrCrib,nbrSeq,nbrCribOUSeq
Région,RSS01,01 - Bas-Saint-Laurent,Total,2937,994,0,0,5,108,113,1830,1338,1107,492,188,1696,220,1599
Région,RSS02,02 - Saguenay-Lac-Saint-Jean,Total,3424,997,0,0,16,215,231,2196,1422,1228,774,172,2024,208,2002
Région,RSS03,03 - Capitale-Nationale,Total,15973,6276,5,11,185,985,1170,8511,5396,7462,3115,868,10269,1058,10577
Région,RSS04,04 - Mauricie et Centre-du-Québec,Total,7357,1652,1,2,137,902,1039,4663,4045,2694,618,336,4418,375,3312
Région,RSS05,05 - Estrie,Total,8557,2034,0,11,222,916,1138,5374,4335,3183,1039,507,4087,380,4222
Région,RSS06,06 - Montréal,Total,74674,13823,126,285,2662,7781,10443,49997,35014,24677,14983,5569,31705,6226,39660
Région,RSS07,07 - Outaouais,Total,8327,3839,17,33,104,1101,1205,3233,1863,5094,1370,179,4881,1138,6464
Région,RSS08,08 - Abitibi-Témiscamingue,Total,922,101,193,0,11,57,68,560,276,362,284,16,275,240,646
Région,RSS09,09 - Côte-Nord,Total,401,163,0,0,3,62,65,173,122,228,51,14,288,36,279
Région,RSS10,10 - Nord-du-Québec,Total,65,22,2,0,4,12,16,25,4,40,21,6,57,6,61
Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,Total,642,185,0,0,5,80,85,372,301,270,71,14,370,36,341
Région,RSS12,12 - Chaudière-Appalaches,Total,13563,3452,1,10,46,1901,1947,8153,6883,5410,1270,515,8623,770,6680
Région,RSS13,13 - Laval,Total,19031,3279,13,23,428,3076,3504,12212,9121,6819,3091,626,7421,915,9910
Région,RSS14,14 - Lanaudière,Total,11510,1819,38,11,193,1986,2179,7463,5016,4047,2447,574,5429,771,6494
Région,RSS15,15 - Laurentides,Total,13352,2559,33,59,220,2783,3003,7698,4575,5654,3123,913,7703,1015,8777
Région,RSS16,16 - Montérégie,Total,27274,4291,25,155,1216,2978,4194,18609,13393,8665,5216,1998,11184,2295,13881
Région,RSS00,Inconnu,Total,590,51,1,0,21,73,94,444,236,146,208,24,273,89,354
Région,RSS98,Hors-Québec,Total,874,125,11,10,158,142,300,428,291,446,137,176,356,254,583
Région,RSS99,Ensemble du Québec,Total,209473,45662,466,610,5636,25158,30794,131941,93631,77532,38310,12695,101059,16032,115842

