Regroupement,Croisement,Nom,Cumul,nbPrelPos,nombreSequencageA,nombreSequencageB,nombreSequencageG,NbrConfirmeDelta,NbrPresomptifDelta,Delta_Total,NbrAutres,NbrAutre2,Total_VOC,nbrNonVOC,nbrCribETSeq,nbrCrib,nbrSeq,nbrCribOUSeq
Région,RSS01,01 - Bas-Saint-Laurent,Total,3095,994,0,0,15,99,114,1987,1495,1108,492,202,1682,228,1600
Région,RSS02,02 - Saguenay-Lac-Saint-Jean,Total,3448,997,0,0,54,181,235,2216,1442,1232,774,208,1988,216,2006
Région,RSS03,03 - Capitale-Nationale,Total,16367,6279,5,11,399,776,1175,8897,5786,7470,3111,1096,10041,1194,10581
Région,RSS04,04 - Mauricie et Centre-du-Québec,Total,7585,1652,1,2,188,851,1039,4891,4273,2694,618,391,4363,381,3312
Région,RSS05,05 - Estrie,Total,9235,2034,0,11,276,863,1139,6051,5003,3184,1048,563,4033,435,4232
Région,RSS06,06 - Montréal,Total,76513,13823,126,285,3427,7101,10528,51751,36771,24762,14980,6458,30816,6687,39742
Région,RSS07,07 - Outaouais,Total,8394,3840,17,33,151,1056,1207,3297,1928,5097,1369,237,4824,1147,6466
Région,RSS08,08 - Abitibi-Témiscamingue,Total,930,103,193,0,15,56,71,563,279,367,284,18,273,246,651
Région,RSS09,09 - Côte-Nord,Total,439,163,0,0,9,56,65,211,160,228,51,20,282,41,279
Région,RSS10,10 - Nord-du-Québec,Total,67,22,2,0,4,12,16,27,6,40,21,12,51,6,61
Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,Total,698,185,0,0,33,56,89,424,353,274,71,38,346,59,345
Région,RSS12,12 - Chaudière-Appalaches,Total,14162,3452,1,10,342,1608,1950,8749,7480,5413,1269,819,8319,980,6682
Région,RSS13,13 - Laval,Total,19440,3281,13,23,565,2946,3511,12612,9523,6828,3089,785,7264,956,9917
Région,RSS14,14 - Lanaudière,Total,11912,1820,38,11,278,1902,2180,7863,5417,4049,2446,704,5298,823,6495
Région,RSS15,15 - Laurentides,Total,13783,2558,33,59,346,2661,3007,8126,5001,5657,3125,1078,7541,1071,8782
Région,RSS16,16 - Montérégie,Total,28303,4291,25,155,1494,2707,4201,19631,14413,8672,5218,2343,10839,2451,13890
Région,RSS00,Inconnu,Total,879,51,1,0,24,70,94,733,525,146,208,28,269,90,354
Région,RSS98,Hors-Québec,Total,922,125,11,10,181,125,306,470,333,452,137,196,337,269,589
Région,RSS99,Ensemble du Québec,Total,216172,45670,466,610,7801,23126,30927,138499,100188,77673,38311,15196,98566,17280,115984

